SampleID,Source_ID,Sample_or_Control,Age,Taxonomic_ID,ParentLot,WildMonth,RecYear,PairedParent,AnimalSource,SourceCollector,Type_of_Source,JGL_EventID,csv_DateCollect,Sample_Collector,Sample_Type,Date1stFeed,Date2ndFeed,Da1F,Da2F,Meal,MealLot1,MealLot2,Project_Name,Treatment,Kit_Name,Lot_Number,csv_dateDNAextract,DNA_extractor,Qubit,Taq_Name,Taq_Lot,PCR_Experimenter,csv_PCRDate,PostPCR_QuantMethod,PostPCRDNA_ng_uL,Run_ID,Gene_Name,Amplicon_Size,Primers_Used
A0dF081314EMbID,A0dF081314EMb,Sample,A,Hverbana,USA092513F,,2013,A0dF081314EMb,USA,McClureE,Animal,AnaFeed2014_0813,2014_0813,McClureE,ILF,8/13/14,,0,none,NA,none,NA,NIH_Leech_Microbiome,Control,EMbeat ,101513EM071514,2014_0819,McClureE,12,Phusion,10010076,McClureE,2018_1105,Qubit,2.47,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A0dF081314EMcID,A0dF081314EMc,Sample,A,Hverbana,USA092513F,,2013,A0dF081314EMc,USA,McClureE,Animal,AnaFeed2014_0813,2014_0813,McClureE,ILF,8/13/14,,0,none,NA,none,NA,NIH_Leech_Microbiome,Control,EMbeat ,101513EM071514,2014_0819,McClureE,9.14,Phusion,10010076,McClureE,2018_1105,Qubit,4.03,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
A0dF081314EMeID,A0dF081314EMe,Sample,A,Hverbana,USA092513F,,2013,A0dF081314EMe,USA,McClureE,Animal,AnaFeed2014_0813,2014_0813,McClureE,ILF,8/13/14,,0,none,NA,none,NA,NIH_Leech_Microbiome,Control,EMbeat ,101513EM071514,2014_0819,McClureE,12,Phusion,10010076,McClureE,2018_1105,Qubit,3.45,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
BAa2dF110414EMc-iD252,BAa2dF110414EMc,Sample,A,Hverbana,BBEZ091014,,2014,BAa2dF110414EMc,BBEZ,McClureE,Animal,BBEZadults2014_1104,2014_1104,McClureE,ILF,2/14/11,none,2,none,sBlood,14K20708,none,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0325,LinA,4.07,Phusion,271607,McClureE,2016_1222,QIAxcel,0.51,161223_M03075_0094_000000000-ARN4N,16Sv4,287,519F/806R
BAa4dF110614EMaID23,BAa4dF110614EMa,Sample,A,Hverbana,BBEZ091014,,2014,BAa4dF110614EMa,BBEZ,McClureE,Animal,BBEZadults2014_1106,2014_1106,McClureE,ILF,2/14/11,none,4,none,sBlood,14K20708,none,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM032715,2015_0408,LinA,11.7,Phusion,181405,McClureE,2015_0410,QIAxcel,1.8,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
BAa4dF110614EMbID24,BAa4dF110614EMb,Sample,A,Hverbana,BBEZ091014,,2014,BAa4dF110614EMb,BBEZ,McClureE,Animal,BBEZadults2014_1106,2014_1106,McClureE,ILF,2/14/11,none,4,none,sBlood,14K20708,none,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM032715,2015_0408,LinA,21.4,Phusion,181405,McClureE,2015_0410,QIAxcel,0.82,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
BAa7dF110914EMaID5,BAa7dF110914EMa,Sample,A,Hverbana,BBEZ091014,,2014,BAa7dF110914EMa,BBEZ,McClureE,Animal,BBEZadults2014_1109,2014_1109,McClureE,ILF,2/14/11,none,7,none,sBlood,14K20708,none,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM032715,2015_0413,LinA,20.7,Phusion,181405,McClureE,2015_0417,QIAxcel,3.46,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa7dF110914EMbID4,BAa7dF110914EMb,Sample,A,Hverbana,BBEZ091014,,2014,BAa7dF110914EMb,BBEZ,McClureE,Animal,BBEZadults2014_1109,2014_1109,McClureE,ILF,2/14/11,none,7,none,sBlood,14K20708,none,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM032715,2015_0413,LinA,23.7,Phusion,181405,McClureE,2015_0417,QIAxcel,1.77,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa7dF110914EMcID14,BAa7dF110914EMc,Sample,A,Hverbana,BBEZ091014,,2014,BAa7dF110914EMc,BBEZ,McClureE,Animal,BBEZadults2014_1109,2014_1109,McClureE,ILF,2/14/11,none,7,none,sBlood,14K20708,none,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM032715,2015_0413,LinA,10.7,Phusion,181405,McClureE,2015_0417,QIAxcel,0.37,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa0d2F020415EMaID88,BAa0d2F020415EMa,Sample,A,Hverbana,BBEZ091014,,2014,BAa0d2F020415EMa,BBEZ,McClureE,Animal,BBEZadults2015_0204,2015_0204,McClureE,ILF,2/14/11,4/15/02,94,0,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0225,LinA,0.605,Phusion,181405,McClureE,2015_0417,QIAxcel,3.21,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa0d2F020415EMbID18,BAa0d2F020415EMb,Sample,A,Hverbana,BBEZ091014,,2014,BAa0d2F020415EMb,BBEZ,McClureE,Animal,BBEZadults2015_0204,2015_0204,McClureE,ILF,2/14/11,4/15/02,94,0,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0227,LinA,12.5,Phusion,181405,McClureE,2015_0410,QIAxcel,0.4,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
BAa0d2F020415EMcID39,BAa0d2F020415EMc,Sample,A,Hverbana,BBEZ091014,,2014,BAa0d2F020415EMc,BBEZ,McClureE,Animal,BBEZadults2015_0204,2015_0204,McClureE,ILF,2/14/11,4/15/02,94,0,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0225,LinA,1.55,Phusion,181405,McClureE,2015_0417,QIAxcel,2.45,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa2d2F020615EMaID74,BAa2d2F020615EMa,Sample,A,Hverbana,BBEZ091014,,2014,BAa2d2F020615EMa,BBEZ,McClureE,Animal,BBEZadults2015_0206,2015_0206,McClureE,ILF,2/14/11,4/15/02,96,2,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0227,LinA,0.756,Phusion,181405,McClureE,2015_0417,QIAxcel,2.62,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa2d2F020615EMbID19,BAa2d2F020615EMb,Sample,A,Hverbana,BBEZ091014,,2014,BAa2d2F020615EMb,BBEZ,McClureE,Animal,BBEZadults2015_0206,2015_0206,McClureE,ILF,2/14/11,4/15/02,96,2,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0220,LinA,2.83,Phusion,181405,McClureE,2015_0410,QIAxcel,1.7,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
BAa2d2F020615EMcID101,BAa2d2F020615EMc,Sample,A,Hverbana,BBEZ091014,,2014,BAa2d2F020615EMc,BBEZ,McClureE,Animal,BBEZadults2015_0206,2015_0206,McClureE,ILF,2/14/11,4/15/02,96,2,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0227,LinA,4.58,Phusion,181405,McClureE,2015_0420,QIAxcel,2.05,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa7d2F021115EMaID49,BAa7d2F021115EMa,Sample,A,Hverbana,BBEZ091014,,2014,BAa7d2F021115EMa,BBEZ,McClureE,Animal,BBEZadults2015_0211,2015_0211,McClureE,ILF,2/14/11,4/15/02,101,7,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0213,LinA,1.15,Phusion,181405,McClureE,2015_0417,QIAxcel,1.97,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa7d2F021115EMbID61,BAa7d2F021115EMb,Sample,A,Hverbana,BBEZ091014,,2014,BAa7d2F021115EMb,BBEZ,McClureE,Animal,BBEZadults2015_0211,2015_0211,McClureE,ILF,2/14/11,4/15/02,101,7,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0213,LinA,0.955,Phusion,181405,McClureE,2015_0417,QIAxcel,3.5,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
BAa7d2F021115EMcID83,BAa7d2F021115EMc,Sample,A,Hverbana,BBEZ091014,,2014,BAa7d2F021115EMc,BBEZ,McClureE,Animal,BBEZadults2015_0211,2015_0211,McClureE,ILF,2/14/11,4/15/02,101,7,sBlood,14K20708,15B52072,NIH_Leech_Microbiome,BBEZadults,EMbeat ,121214EM020415,2015_0213,LinA,0.639,Phusion,181405,McClureE,2015_0417,QIAxcel,3.85,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba2dF110814EMa-iD249,Ba2dF110814EMa,Sample,A,Hverbana,BBEZ091014,,2014,Ba2dF110814EMa,BBEZ,McClureE,Animal,BBEZcontrol2014_1108,2014_1108,McClureE,ILF,6/14/11,none,2,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0323,LinA,38,Phusion,271607,McClureE,2016_1222,QIAxcel,0.13,161223_M03075_0094_000000000-ARN4N,16Sv4,287,519F/806R
Ba2dF110814EMb-iD250,Ba2dF110814EMb,Sample,A,Hverbana,BBEZ091014,,2014,Ba2dF110814EMb,BBEZ,McClureE,Animal,BBEZcontrol2014_1108,2014_1108,McClureE,ILF,6/14/11,none,2,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM032715,2015_0408,LinA,19.2,Phusion,271607,McClureE,2016_1222,QIAxcel,0.25,161223_M03075_0094_000000000-ARN4N,16Sv4,287,519F/806R
Ba2dF110814EMcID72,Ba2dF110814EMc,Sample,A,Hverbana,BBEZ091014,,2014,Ba2dF110814EMc,BBEZ,McClureE,Animal,BBEZcontrol2014_1108,2014_1108,McClureE,ILF,6/14/11,none,2,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0330,LinA,0.782,Phusion,181405,McClureE,2015_0417,QIAxcel,2.49,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba4dF111014EMaID15,Ba4dF111014EMa,Sample,A,Hverbana,BBEZ091014,,2014,Ba4dF111014EMa,BBEZ,McClureE,Animal,BBEZcontrol2014_1110,2014_1110,McClureE,ILF,6/14/11,none,4,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM032715,2015_0401,LinA,5.62,Phusion,181405,McClureE,2015_0410,QIAxcel,3.95,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ba4dF111014EMbID16,Ba4dF111014EMb,Sample,A,Hverbana,BBEZ091014,,2014,Ba4dF111014EMb,BBEZ,McClureE,Animal,BBEZcontrol2014_1110,2014_1110,McClureE,ILF,6/14/11,none,4,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0325,LinA,16.7,Phusion,181405,McClureE,2015_0410,QIAxcel,1.83,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ba4dF111014EMcID17,Ba4dF111014EMc,Sample,A,Hverbana,BBEZ091014,,2014,Ba4dF111014EMc,BBEZ,McClureE,Animal,BBEZcontrol2014_1110,2014_1110,McClureE,ILF,6/14/11,none,4,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0325,LinA,16.9,Phusion,181405,McClureE,2015_0410,QIAxcel,0.65,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ba7dF111314EMaID84,Ba7dF111314EMa,Sample,A,Hverbana,BBEZ091014,,2014,Ba7dF111314EMa,BBEZ,McClureE,Animal,BBEZcontrol2014_1113,2014_1113,McClureE,ILF,6/14/11,none,7,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM032715,2015_0413,LinA,0.634,Phusion,181405,McClureE,2015_0417,QIAxcel,1.68,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba7dF111314EMbID22,Ba7dF111314EMb,Sample,A,Hverbana,BBEZ091014,,2014,Ba7dF111314EMb,BBEZ,McClureE,Animal,BBEZcontrol2014_1113,2014_1113,McClureE,ILF,6/14/11,none,7,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM032715,2015_0413,LinA,2.86,Phusion,181405,McClureE,2015_0417,QIAxcel,0.37,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba7dF111314EMcID16,Ba7dF111314EMc,Sample,A,Hverbana,BBEZ091014,,2014,Ba7dF111314EMc,BBEZ,McClureE,Animal,BBEZcontrol2014_1113,2014_1113,McClureE,ILF,6/14/11,none,7,none,sBlood,14L52084,none,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM032715,2015_0413,LinA,6.71,Phusion,181405,McClureE,2015_0417,QIAxcel,1.49,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba0d2F020415EMaID56,Ba0d2F020415EMa,Sample,A,Hverbana,BBEZ091014,,2014,Ba0d2F020415EMa,BBEZ,McClureE,Animal,BBEZcontrol2015_0204,2015_0204,McClureE,ILF,6/14/11,4/15/02,94,0,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0227,LinA,0.998,Phusion,181405,McClureE,2015_0417,QIAxcel,1.31,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba0d2F020415EMbID8,Ba0d2F020415EMb,Sample,A,Hverbana,BBEZ091014,,2014,Ba0d2F020415EMb,BBEZ,McClureE,Animal,BBEZcontrol2015_0204,2015_0204,McClureE,ILF,6/14/11,4/15/02,94,0,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0302,LinA,3.92,Phusion,181405,McClureE,2015_0410,QIAxcel,3.09,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ba0d2F020415EMcID9,Ba0d2F020415EMc,Sample,A,Hverbana,BBEZ091014,,2014,Ba0d2F020415EMc,BBEZ,McClureE,Animal,BBEZcontrol2015_0204,2015_0204,McClureE,ILF,6/14/11,4/15/02,94,0,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0227,LinA,7.41,Phusion,181405,McClureE,2015_0410,QIAxcel,0.93,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ba2d2F020615EMaID35,Ba2d2F020615EMa,Sample,A,Hverbana,BBEZ091014,,2014,Ba2d2F020615EMa,BBEZ,McClureE,Animal,BBEZcontrol2015_0206,2015_0206,McClureE,ILF,6/14/11,4/15/02,96,2,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0220,LinA,3.68,Phusion,181405,McClureE,2015_0417,QIAxcel,1.18,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba2d2F020615EMbID34,Ba2d2F020615EMb,Sample,A,Hverbana,BBEZ091014,,2014,Ba2d2F020615EMb,BBEZ,McClureE,Animal,BBEZcontrol2015_0206,2015_0206,McClureE,ILF,6/14/11,4/15/02,96,2,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0225,LinA,1.91,Phusion,181405,McClureE,2015_0417,QIAxcel,0.82,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba2d2F020615EMcID12,Ba2d2F020615EMc,Sample,A,Hverbana,BBEZ091014,,2014,Ba2d2F020615EMc,BBEZ,McClureE,Animal,BBEZcontrol2015_0206,2015_0206,McClureE,ILF,6/14/11,4/15/02,96,2,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0220,LinA,1.78,Phusion,181405,McClureE,2015_0410,QIAxcel,0.44,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ba7d2F021115EMbID82,Ba7d2F021115EMb,Sample,A,Hverbana,BBEZ091014,,2014,Ba7d2F021115EMb,BBEZ,McClureE,Animal,BBEZcontrol2015_0211,2015_0211,McClureE,ILF,6/14/11,4/15/02,101,7,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0213,LinA,0.647,Phusion,181405,McClureE,2015_0417,QIAxcel,2.89,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ba7d2F021115EMcID81,Ba7d2F021115EMc,Sample,A,Hverbana,BBEZ091014,,2014,Ba7d2F021115EMc,BBEZ,McClureE,Animal,BBEZcontrol2015_0211,2015_0211,McClureE,ILF,6/14/11,4/15/02,101,7,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,BBEZcontrol,EMbeat ,121214EM020415,2015_0211,LinA,0.68,Phusion,181405,McClureE,2015_0417,QIAxcel,2.25,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
NegPCREM022719EMa1004,NegPCREM022719EMa,Control,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0227,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,NA,,NA,NA,NA,Phusion,10010076,McClureE,2019_0227,QIAxcel,0,,16Sv4,287,519F/806R
NegPCREM022719EMb1053,NegPCREM022719EMb,Control,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0227,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,NA,,NA,NA,NA,Phusion,10010076,McClureE,2019_0227,QIAxcel,0,,16Sv4,287,519F/806R
NegPCREM022719EMc1092,NegPCREM022719EMc,Control,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0227,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,NA,,NA,NA,NA,Phusion,10010076,McClureE,2019_0227,QIAxcel,Unk,,16Sv4,287,519F/806R
NegPCREM041819a869,NegPCREM041819a,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0418,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,none,none,none,none,none,Phusion,,McClureE,2019_0418,QIAxcel,0,190506_M03075_0299_000000000-BYC2C,16Sv4,287,519F/806R
NegPCREM050219a1120,NegPCREM050219a,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0502,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,none,none,none,none,none,Phusion,,McClureE,2019_0502,QIAxcel,0,190506_M03075_0299_000000000-BYC2C,16Sv4,287,519F/806R
NegPCREM050219b1164,NegPCREM050219b,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0502,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,none,none,none,none,none,Phusion,,McClureE,2019_0502,QIAxcel,0,190506_M03075_0299_000000000-BYC2C,16Sv4,287,519F/806R
NegPCREM050219c468,NegPCREM050219c,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2019,2019_0502,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,none,none,none,none,none,Phusion,,McClureE,2019_0502,QIAxcel,0,190506_M03075_0299_000000000-BYC2C,16Sv4,287,519F/806R
NegPCREM060718823,NegPCREM060718,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2018,2018_0607,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,,,NA,NA,NA,Phusion,271607,McClureE,2018_0607,QIAxcel,0,180608_M03075_0212_000000000-BNRVR,16Sv4,287,519F/806R
NegPCREM110518a988,NegPCREM110518a,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2018,2018_0227,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,NA,,NA,NA,NA,Phusion,10010076,McClureE,2018_1105,QIAxcel,1.87,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
NegPCREM110518b927,NegPCREM110518b,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2018,2018_0227,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,NA,,NA,NA,NA,Phusion,10010076,McClureE,2018_1105,QIAxcel,1.38,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
NegPCREM110518d906,NegPCREM110518d,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2018,2018_0227,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,NA,,NA,NA,NA,Phusion,10010076,McClureE,2018_1105,QIAxcel,3.18,181109_M03075_0240_000000000-C2NFM,16Sv4,287,519F/806R
NegPCREM121516-307,NegPCREM121516-307,NegControl,G,none,NA,,,,NA,McClureE,Reagents,NegPCRem2016,2016_1215,McClureE,PCRneg,NA,NA,NA,NA,NA,NA,NA,Controls,Blank,,,NA,NA,NA,Phusion,271607,McClureE,2016_1215,QIAxcel,0,161223_M03075_0094_000000000-ARN4N,16Sv4,287,519F/806R
