SampleID,Source_ID,Sample_or_Control,Age,Taxonomic_ID,ParentLot,WildMonth,RecYear,PairedParent,AnimalSource,SourceCollector,Type_of_Source,JGL_EventID,csv_DateCollect,Sample_Collector,Sample_Type,Date1stFeed,Date2ndFeed,Da1F,Da2F,Meal,MealLot1,MealLot2,Project_Name,Treatment,Kit_Name,Lot_Number,csv_dateDNAextract,DNA_extractor,Qubit,Taq_Name,Taq_Lot,PCR_Experimenter,csv_PCRDate,PostPCR_QuantMethod,PostPCRDNA_ng_uL,Run_ID,Gene_Name,Amplicon_Size,Primers_Used
UAa2dF110314EMcID74,UAa2dF110314EMc,Sample,A,Hverbana,USA092513F,,2013,UAa2dF110314EMc,USA,McClureE,Animal,USAadult2014_1103,2014_1103,McClureE,ILF,1/14/11,none,2,none,sBlood,14K20708,none,NIH_Leech_Microbiome,USAadult,EMbeat ,081914EM110614,2014_1118,LinA,22.3,Phusion,181405,McClureE,2015_0410,QIAxcel,2.2,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa4dF110514EMbID75,UAa4dF110514EMb,Sample,A,Hverbana,USA092513F,,2013,UAa4dF110514EMb,USA,McClureE,Animal,USAadult2014_1105,2014_1105,McClureE,ILF,1/14/11,none,4,none,sBlood,14K20708,none,NIH_Leech_Microbiome,USAadult,EMbeat ,081914EM110614,2014_1111,LinA,11.2,Phusion,181405,McClureE,2015_0410,QIAxcel,2.7,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
FAa2d2F022115EMaID32,FAa2d2F022115EMa,Sample,A,Hverbana,USA092513F,,2013,FAa2d2F022115EMa,USA,McClureE,Animal,USAadult2015_0221,2015_0221,McClureE,ILF,7/14/12,2/19/15,76,2,sBlood,14M52153,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM020415,2015_0223,LinA,1.38,Phusion,181405,McClureE,2015_0410,QIAxcel,2.79,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
FAa2d2F022115EMbID53,FAa2d2F022115EMb,Sample,A,Hverbana,USA092513F,,2013,FAa2d2F022115EMb,USA,McClureE,Animal,USAadult2015_0221,2015_0221,McClureE,ILF,7/14/12,2/19/15,76,2,sBlood,14M52153,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM020415,2015_0223,LinA,1.14,Phusion,181405,McClureE,2015_0417,QIAxcel,2.05,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
FAa2d2F022115EMcID75,FAa2d2F022115EMc,Sample,A,Hverbana,USA092513F,,2013,FAa2d2F022115EMc,USA,McClureE,Animal,USAadult2015_0221,2015_0221,McClureE,ILF,7/14/12,2/19/15,76,2,sBlood,14M52153,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM020415,2015_0223,LinA,0.755,Phusion,181405,McClureE,2015_0417,QIAxcel,3.44,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
FAa7d2F022715EMaID28,FAa7d2F022715EMa,Sample,A,Hverbana,USA092513F,,2013,FAa7d2F022715EMa,USA,McClureE,Animal,USAadult2015_0227,2015_0227,McClureE,ILF,7/14/12,2/19/15,82,8,sBlood,14M52153,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0408,LinA,23.4,Phusion,181405,McClureE,2015_0410,QIAxcel,2.75,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
FAa7d2F022715EMbID29,FAa7d2F022715EMb,Sample,A,Hverbana,USA092513F,,2013,FAa7d2F022715EMb,USA,McClureE,Animal,USAadult2015_0227,2015_0227,McClureE,ILF,7/14/12,2/19/15,82,8,sBlood,14M52153,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0403,LinA,6.14,Phusion,181405,McClureE,2015_0410,QIAxcel,1,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa2d2F022115EMaID43,UAa2d2F022115EMa,Sample,A,Hverbana,USA092513F,,2013,UAa2d2F022115EMa,USA,McClureE,Animal,USAadult2015_0221,2015_0221,McClureE,ILF,1/14/11,2/19/15,112,2,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM020415,2015_0223,LinA,1.36,Phusion,181405,McClureE,2015_0417,QIAxcel,2.7,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
UAa2d2F022115EMcID51,UAa2d2F022115EMc,Sample,A,Hverbana,USA092513F,,2013,UAa2d2F022115EMc,USA,McClureE,Animal,USAadult2015_0221,2015_0221,McClureE,ILF,1/14/11,2/19/15,112,2,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM020415,2015_0225,LinA,1.15,Phusion,181405,McClureE,2015_0417,QIAxcel,1.69,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
UAa7d2F022715EMaID76,UAa7d2F022715EMa,Sample,A,Hverbana,USA092513F,,2013,UAa7d2F022715EMa,USA,McClureE,Animal,USAadult2015_0227,2015_0227,McClureE,ILF,1/14/11,2/19/15,118,8,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0403,LinA,37.9,Phusion,181405,McClureE,2015_0410,QIAxcel,2.19,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa7d2F022715EMbID77,UAa7d2F022715EMb,Sample,A,Hverbana,USA092513F,,2013,UAa7d2F022715EMb,USA,McClureE,Animal,USAadult2015_0227,2015_0227,McClureE,ILF,1/14/11,2/19/15,118,8,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0401,LinA,24.3,Phusion,181405,McClureE,2015_0410,QIAxcel,1.79,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa7d2F022715EMcID78,UAa7d2F022715EMc,Sample,A,Hverbana,USA092513F,,2013,UAa7d2F022715EMc,USA,McClureE,Animal,USAadult2015_0227,2015_0227,McClureE,ILF,1/14/11,2/19/15,118,8,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0401,LinA,48.1,Phusion,181405,McClureE,2015_0410,QIAxcel,3.42,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa0d2F031115EMaID69,UAa0d2F031115EMa,Sample,A,Hverbana,USA092513F,,2013,UAa0d2F031115EMa,USA,McClureE,Animal,USAadult2015_0311,2015_0311,McClureE,ILF,1/14/11,2/19/15,130,0,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0403,LinA,18,Phusion,181405,McClureE,2015_0410,QIAxcel,3.84,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa0d2F031115EMbID70,UAa0d2F031115EMb,Sample,A,Hverbana,USA092513F,,2013,UAa0d2F031115EMb,USA,McClureE,Animal,USAadult2015_0311,2015_0311,McClureE,ILF,1/14/11,2/19/15,130,0,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0403,LinA,4.64,Phusion,181405,McClureE,2015_0410,QIAxcel,2.28,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
UAa0d2F031115EMcID71,UAa0d2F031115EMc,Sample,A,Hverbana,USA092513F,,2013,UAa0d2F031115EMc,USA,McClureE,Animal,USAadult2015_0311,2015_0311,McClureE,ILF,1/14/11,2/19/15,130,0,sBlood,14K20708,15B52350,NIH_Leech_Microbiome,USAadult,EMbeat ,121214EM032715,2015_0403,LinA,24.7,Phusion,181405,McClureE,2015_0410,QIAxcel,2.38,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
FAa1dF100913EMaID105,FAa1dF100913EMa,Sample,A,Hverbana,USA042613F,,2013,FAa1dF100913EMa,USA,McClureE,Animal,USAadult2013_1009,2013_1009,McClureE,ILF,4/26/13,8/13/10,166,1,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1014,McClureE,3.68,Phusion,,McClureE,,,111,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa1dF100913EMbID106,FAa1dF100913EMb,Sample,A,Hverbana,USA042613F,,2013,FAa1dF100913EMb,USA,McClureE,Animal,USAadult2013_1009,2013_1009,McClureE,ILF,4/26/13,8/13/10,166,1,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1014,McClureE,10.3,Phusion,,McClureE,,,58,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa1dF100913EMcID41,FAa1dF100913EMc,Sample,A,Hverbana,USA042613F,,2013,FAa1dF100913EMc,USA,McClureE,Animal,USAadult2013_1009,2013_1009,McClureE,ILF,4/26/13,8/13/10,166,1,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1014,McClureE,6.6,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa2dF101013EMaID53,FAa2dF101013EMa,Sample,A,Hverbana,USA042613F,,2013,FAa2dF101013EMa,USA,McClureE,Animal,USAadult2013_1010,2013_1010,McClureE,ILF,4/26/13,8/13/10,167,2,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1014,McClureE,2.55,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa2dF101013EMbID54,FAa2dF101013EMb,Sample,A,Hverbana,USA042613F,,2013,FAa2dF101013EMb,USA,McClureE,Animal,USAadult2013_1010,2013_1010,McClureE,ILF,4/26/13,8/13/10,167,2,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1014,McClureE,4.24,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa2dF101013EMcID55,FAa2dF101013EMc,Sample,A,Hverbana,USA042613F,,2013,FAa2dF101013EMc,USA,McClureE,Animal,USAadult2013_1010,2013_1010,McClureE,ILF,4/26/13,8/13/10,167,2,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1014,McClureE,6.44,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa4dF101213EMbID78,FAa4dF101213EMb,Sample,A,Hverbana,USA042613F,,2013,FAa4dF101213EMb,USA,McClureE,Animal,USAadult2013_1012,2013_1012,McClureE,ILF,4/26/13,8/13/10,169,4,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1011,McClureE,4.44,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
FAa4dF101213EMcID80,FAa4dF101213EMc,Sample,A,Hverbana,USA042613F,,2013,FAa4dF101213EMc,USA,McClureE,Animal,USAadult2013_1012,2013_1012,McClureE,ILF,4/26/13,8/13/10,169,4,sBlood,S-M4384,S-N3095,NIH_Leech_Microbiome,USAadult,EMbeat ,061313JB092913,2013_1011,McClureE,5.64,Phusion,151309,McClureE,2013_1017,Gel,Unk,140113_M00704_0074_000000000-A62D4,16Sv4,287,519F/806R
Ua0dF091814EMaID31,Ua0dF091814EMa,Sample,A,Hverbana,USA092513F,,2013,Ua0dF091814EMa,USA,McClureE,Animal,USAcontrol2014_0918,2014_0918,McClureE,ILF,none,none,0,none,sBlood,14J52249,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,041514EM092514,2014_1007,LinA,2.13,Phusion,211412,McClureE,,QIAxcel,4.45,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua0dF091814EMcID33,Ua0dF091814EMc,Sample,A,Hverbana,USA092513F,,2013,Ua0dF091814EMc,USA,McClureE,Animal,USAcontrol2014_0918,2014_0918,McClureE,ILF,none,none,0,none,sBlood,14J52249,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,041514EM092514,2014_1009,LinA,1.97,Phusion,181405,McClureE,2015_0417,QIAxcel,1.2,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua0dF110614EMaID59,Ua0dF110614EMa,Sample,A,Hverbana,USA092513F,,2013,Ua0dF110614EMa,USA,McClureE,Animal,USAcontrol2014_1106,2014_1106,McClureE,ILF,6/14/11,none,0,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0330,LinA,15.7,Phusion,181405,McClureE,2015_0410,QIAxcel,2.58,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua0dF110614EMbID60,Ua0dF110614EMb,Sample,A,Hverbana,USA092513F,,2013,Ua0dF110614EMb,USA,McClureE,Animal,USAcontrol2014_1106,2014_1106,McClureE,ILF,6/14/11,none,0,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0330,LinA,29.4,Phusion,181405,McClureE,2015_0410,QIAxcel,2.39,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua0dF110614EMcID66,Ua0dF110614EMc,Sample,A,Hverbana,USA092513F,,2013,Ua0dF110614EMc,USA,McClureE,Animal,USAcontrol2014_1106,2014_1106,McClureE,ILF,6/14/11,none,0,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0330,LinA,0.829,Phusion,181405,McClureE,2015_0417,QIAxcel,3.11,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua2dF110814EMaID63,Ua2dF110814EMa,Sample,A,Hverbana,USA092513F,,2013,Ua2dF110814EMa,USA,McClureE,Animal,USAcontrol2014_1108,2014_1108,McClureE,ILF,6/14/11,none,2,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0401,LinA,4.19,Phusion,181405,McClureE,2015_0410,QIAxcel,1.62,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua2dF110814EMbID64,Ua2dF110814EMb,Sample,A,Hverbana,USA092513F,,2013,Ua2dF110814EMb,USA,McClureE,Animal,USAcontrol2014_1108,2014_1108,McClureE,ILF,6/14/11,none,2,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0403,LinA,24.2,Phusion,181405,McClureE,2015_0410,QIAxcel,2.48,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua2dF110814EMcID65,Ua2dF110814EMc,Sample,A,Hverbana,USA092513F,,2013,Ua2dF110814EMc,USA,McClureE,Animal,USAcontrol2014_1108,2014_1108,McClureE,ILF,6/14/11,none,2,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0408,LinA,10.1,Phusion,181405,McClureE,2015_0410,QIAxcel,1.57,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua4dF111014EMaID66,Ua4dF111014EMa,Sample,A,Hverbana,USA092513F,,2013,Ua4dF111014EMa,USA,McClureE,Animal,USAcontrol2014_1110,2014_1110,McClureE,ILF,6/14/11,none,4,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0330,LinA,16,Phusion,181405,McClureE,2015_0410,QIAxcel,0.62,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua4dF111014EMbID67,Ua4dF111014EMb,Sample,A,Hverbana,USA092513F,,2013,Ua4dF111014EMb,USA,McClureE,Animal,USAcontrol2014_1110,2014_1110,McClureE,ILF,6/14/11,none,4,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0330,LinA,16.4,Phusion,181405,McClureE,2015_0410,QIAxcel,0.67,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua4dF111014EMcID23,Ua4dF111014EMc,Sample,A,Hverbana,USA092513F,,2013,Ua4dF111014EMc,USA,McClureE,Animal,USAcontrol2014_1110,2014_1110,McClureE,ILF,6/14/11,none,4,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0413,LinA,2.68,Phusion,181405,McClureE,2015_0417,QIAxcel,3.02,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua7dF111314EMbID20,Ua7dF111314EMb,Sample,A,Hverbana,USA092513F,,2013,Ua7dF111314EMb,USA,McClureE,Animal,USAcontrol2014_1113,2014_1113,McClureE,ILF,6/14/11,none,7,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0413,LinA,3.69,Phusion,181405,McClureE,2015_0417,QIAxcel,0.55,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua7dF111314EMcID149,Ua7dF111314EMc,Sample,A,Hverbana,USA092513F,,2013,Ua7dF111314EMc,USA,McClureE,Animal,USAcontrol2014_1113,2014_1113,McClureE,ILF,6/14/11,none,7,none,sBlood,14L52084,none,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM032715,2015_0413,LinA,19,Phusion,181405,McClureE,2015_0417,QIAxcel,2.23,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua0d2F020415EMaID25,Ua0d2F020415EMa,Sample,A,Hverbana,USA092513F,,2013,Ua0d2F020415EMa,USA,McClureE,Animal,USAcontrol2015_0204,2015_0204,McClureE,ILF,6/14/11,4/15/02,90,0,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0225,LinA,2.53,Phusion,181405,McClureE,2015_0417,QIAxcel,1.54,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua0d2F020415EMbID57,Ua0d2F020415EMb,Sample,A,Hverbana,USA092513F,,2013,Ua0d2F020415EMb,USA,McClureE,Animal,USAcontrol2015_0204,2015_0204,McClureE,ILF,6/14/11,4/15/02,90,0,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0227,LinA,60,Phusion,181405,McClureE,2015_0410,QIAxcel,3.01,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua0d2F020415EMcID58,Ua0d2F020415EMc,Sample,A,Hverbana,USA092513F,,2013,Ua0d2F020415EMc,USA,McClureE,Animal,USAcontrol2015_0204,2015_0204,McClureE,ILF,6/14/11,4/15/02,90,0,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0227,LinA,57,Phusion,181405,McClureE,2015_0410,QIAxcel,3.6,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua2d2F020615EMaID61,Ua2d2F020615EMa,Sample,A,Hverbana,USA092513F,,2013,Ua2d2F020615EMa,USA,McClureE,Animal,USAcontrol2015_0206,2015_0206,McClureE,ILF,6/14/11,4/15/02,92,2,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0302,LinA,21.9,Phusion,181405,McClureE,2015_0410,QIAxcel,2.53,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua2d2F020615EMbID62,Ua2d2F020615EMb,Sample,A,Hverbana,USA092513F,,2013,Ua2d2F020615EMb,USA,McClureE,Animal,USAcontrol2015_0206,2015_0206,McClureE,ILF,6/14/11,4/15/02,92,2,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0227,LinA,16.6,Phusion,181405,McClureE,2015_0410,QIAxcel,1.76,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua2d2F020615EMcID95,Ua2d2F020615EMc,Sample,A,Hverbana,USA092513F,,2013,Ua2d2F020615EMc,USA,McClureE,Animal,USAcontrol2015_0206,2015_0206,McClureE,ILF,6/14/11,4/15/02,92,2,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0220,LinA,0.499,Phusion,181405,McClureE,2015_0417,QIAxcel,2.93,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua7d2F021115EMaID67,Ua7d2F021115EMa,Sample,A,Hverbana,USA092513F,,2013,Ua7d2F021115EMa,USA,McClureE,Animal,USAcontrol2015_0211,2015_0211,McClureE,ILF,6/14/11,4/15/02,97,7,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0213,LinA,0.817,Phusion,181405,McClureE,2015_0417,QIAxcel,3.06,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
Ua7d2F021115EMbID68,Ua7d2F021115EMb,Sample,A,Hverbana,USA092513F,,2013,Ua7d2F021115EMb,USA,McClureE,Animal,USAcontrol2015_0211,2015_0211,McClureE,ILF,6/14/11,4/15/02,97,7,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0213,LinA,5.75,Phusion,181405,McClureE,2015_0410,QIAxcel,4.72,150417_M00704_0034_000000000-AELUC,16Sv4,287,519F/806R
Ua7d2F021115EMcID41,Ua7d2F021115EMc,Sample,A,Hverbana,USA092513F,,2013,Ua7d2F021115EMc,USA,McClureE,Animal,USAcontrol2015_0211,2015_0211,McClureE,ILF,6/14/11,4/15/02,97,7,sBlood,14L52084,15B52072,NIH_Leech_Microbiome,USAcontrol,EMbeat ,121214EM020415,2015_0213,LinA,1.52,Phusion,181405,McClureE,2015_0417,QIAxcel,2.02,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
FAa7dH092114EMaID27,FAa7dH092114EMa,Sample,A,Hverbana,USA092513F,,2013,FAa7dH092114EMa,USA,McClureE,Animal,USAhatch2014_0921,2014_0921,McClureE,ILF,9/14/14,none,7,none,sBlood,14J52249,none,NIH_Leech_Microbiome,USAhatch,EMbeat ,041514EM092514,2014_0925,LinA,2.41,Phusion,181405,McClureE,2015_0417,QIAxcel,2.76,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R
FAa7dH092114EMbID71,FAa7dH092114EMb,Sample,A,Hverbana,USA092513F,,2013,FAa7dH092114EMb,USA,McClureE,Animal,USAhatch2014_0921,2014_0921,McClureE,ILF,9/14/14,none,7,none,sBlood,14J52249,none,NIH_Leech_Microbiome,USAhatch,EMbeat ,041514EM092514,2014_1007,LinA,0.807,Phusion,181405,McClureE,2015_0417,QIAxcel,0.93,150505_M00704_0036_000000000-AF8HF,16Sv4,287,519F/806R